Fund Holdings as of,"27 mar. 2026"
"DTG","DAIMLER TRUCK HOLDING E AG","Bens Industriais","Equity","24 194 224,80","0,17","24 194 224,80","592 560,00","40,83","Alemanha","Xetra","EUR"
"ML","MICHELIN","Consumo discricionário","Equity","24 051 121,00","0,17","24 051 121,00","829 349,00","29,00","França","Nyse Euronext - Euronext Paris","EUR"
"AER","AERCAP HOLDINGS NV","Bens Industriais","Equity","23 993 812,20","0,17","23 993 812,20","207 243,00","115,78","Holanda","New York Stock Exchange Inc.","USD"
"AENA","AENA SME SA","Bens Industriais","Equity","23 938 932,60","0,17","23 938 932,60","934 020,00","25,63","Espanha","Bolsa De Madrid","EUR"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Bens Industriais","Equity","23 509 400,00","0,17","23 509 400,00","229 360,00","102,50","Espanha","Bolsa De Madrid","EUR"
"STMPA","STMICROELECTRONICS NV","Tecnologia de informação","Equity","23 486 837,27","0,17","23 486 837,27","823 955,00","28,50","França","Nyse Euronext - Euronext Paris","EUR"
"HEIA","HEINEKEN NV","Bens de primeira necessidade","Equity","23 459 750,28","0,17","23 459 750,28","360 033,00","65,16","Holanda","Euronext Amsterdam","EUR"
"SCMN","SWISSCOM AG","Comunicação","Equity","23 267 645,15","0,17","23 267 645,15","31 982,00","727,53","Suíça","SIX Swiss Exchange","CHF"
"KNEBV","KONE","Bens Industriais","Equity","23 134 974,66","0,17","23 134 974,66","420 483,00","55,02","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"MT","ARCELORMITTAL SA","Materiais","Equity","22 954 135,60","0,16","22 954 135,60","527 560,00","43,51","França","Euronext Amsterdam","EUR"
"FRE","FRESENIUS SE AND CO KGAA","Cuidados de saúde","Equity","22 805 007,80","0,16","22 805 007,80","521 615,00","43,72","Alemanha","Xetra","EUR"
"KER","KERING SA","Consumo discricionário","Equity","22 549 116,20","0,16","22 549 116,20","90 814,00","248,30","França","Nyse Euronext - Euronext Paris","EUR"
"NBIS","NEBIUS NV CLASS A","Tecnologia de informação","Equity","22 509 363,48","0,16","22 509 363,48","257 210,00","87,51","Holanda","NASDAQ","USD"
"PHIA","KONINKLIJKE PHILIPS NV","Cuidados de saúde","Equity","22 269 324,24","0,16","22 269 324,24","948 438,00","23,48","Holanda","Euronext Amsterdam","EUR"
"KPN","KONINKLIJKE KPN NV","Comunicação","Equity","22 220 359,98","0,16","22 220 359,98","4 695 765,00","4,73","Holanda","Euronext Amsterdam","EUR"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Consumo discricionário","Equity","22 168 023,76","0,16","22 168 023,76","256 337,00","86,48","Alemanha","Xetra","EUR"
"NSIS B","NOVOZYMES B","Materiais","Equity","22 057 462,71","0,16","22 057 462,71","433 526,00","50,88","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"NN","NN GROUP NV","Produtos financeiros","Equity","21 809 039,12","0,16","21 809 039,12","331 243,00","65,84","Holanda","Euronext Amsterdam","EUR"
"A5G","AIB GROUP PLC","Produtos financeiros","Equity","21 563 851,14","0,15","21 563 851,14","2 516 202,00","8,57","Irlanda","Irish Stock Exchange - All Market","EUR"
"SAAB B","SAAB CLASS B","Bens Industriais","Equity","21 541 123,63","0,15","21 541 123,63","396 583,00","54,32","Suécia","Nasdaq Omx Nordic","SEK"
"HBAN","HELVETIA BALOISE HOLDING N AG","Produtos financeiros","Equity","21 453 086,55","0,15","21 453 086,55","98 097,00","218,69","Suíça","SIX Swiss Exchange","CHF"
"HEXA B","HEXAGON CLASS B","Tecnologia de informação","Equity","20 934 653,59","0,15","20 934 653,59","2 550 342,00","8,21","Suécia","Nasdaq Omx Nordic","SEK"
"UMG","UNIVERSAL MUSIC GROUP NV","Comunicação","Equity","20 844 275,54","0,15","20 844 275,54","1 340 037,00","15,56","Holanda","Euronext Amsterdam","EUR"
"NXT","NEXT PLC","Consumo discricionário","Equity","20 775 206,21","0,15","20 775 206,21","145 405,00","142,88","Reino Unido","London Stock Exchange","GBP"
"GBP","GBP CASH","Caixa e/ou Derivativos","Cash","20 644 660,56","0,15","20 644 660,56","17 895 249,00","115,36","Reino Unido","-","GBP"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Bens de primeira necessidade","Equity","20 374 856,02","0,15","20 374 856,02","256 142,00","79,55","Holanda","NASDAQ","USD"
"ACA","CREDIT AGRICOLE SA","Produtos financeiros","Equity","20 326 930,80","0,15","20 326 930,80","1 280 840,00","15,87","França","Nyse Euronext - Euronext Paris","EUR"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumo discricionário","Equity","20 149 328,07","0,14","20 149 328,07","178 356,00","112,97","Reino Unido","London Stock Exchange","USD"
"HLMA","HALMA PLC","Tecnologia de informação","Equity","19 954 877,80","0,14","19 954 877,80","464 982,00","42,92","Reino Unido","London Stock Exchange","GBP"
"LGEN","LEGAL AND GENERAL GROUP PLC","Produtos financeiros","Equity","19 908 000,08","0,14","19 908 000,08","7 172 359,00","2,78","Reino Unido","London Stock Exchange","GBP"
"VNA","VONOVIA SE","Imobiliário","Equity","19 893 277,92","0,14","19 893 277,92","945 498,00","21,04","Alemanha","Xetra","EUR"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Produtos financeiros","Equity","19 823 205,11","0,14","19 823 205,11","1 813 132,00","10,93","Suécia","Nasdaq Omx Nordic","SEK"
"MTX","MTU AERO ENGINES HOLDING AG","Bens Industriais","Equity","19 719 504,20","0,14","19 719 504,20","66 418,00","296,90","Alemanha","Xetra","EUR"
"PUB","PUBLICIS GROUPE SA","Comunicação","Equity","19 617 758,40","0,14","19 617 758,40","286 140,00","68,56","França","Nyse Euronext - Euronext Paris","EUR"
"WRT1V","WARTSILA","Bens Industriais","Equity","19 527 950,48","0,14","19 527 950,48","622 504,00","31,37","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"BPE","BPER BANCA","Produtos financeiros","Equity","19 474 860,60","0,14","19 474 860,60","1 792 440,00","10,87","Itália","Borsa Italiana","EUR"
"BIRG","BANK OF IRELAND GROUP PLC","Produtos financeiros","Equity","19 177 925,31","0,14","19 177 925,31","1 246 129,00","15,39","Irlanda","Irish Stock Exchange - All Market","EUR"
"ABN","ABN AMRO BANK NV","Produtos financeiros","Equity","19 139 576,95","0,14","19 139 576,95","718 183,00","26,65","Holanda","Euronext Amsterdam","EUR"
"CAP","CAPGEMINI","Tecnologia de informação","Equity","19 105 416,20","0,14","19 105 416,20","198 601,00","96,20","França","Nyse Euronext - Euronext Paris","EUR"
"SAB","BANCO DE SABADELL SA","Produtos financeiros","Equity","18 705 634,76","0,13","18 705 634,76","6 187 772,00","3,02","Espanha","Bolsa De Madrid","EUR"
"ANTO","ANTOFAGASTA PLC","Materiais","Equity","18 701 403,39","0,13","18 701 403,39","496 350,00","37,68","Reino Unido","London Stock Exchange","GBP"
"HNR1","HANNOVER RUECK","Produtos financeiros","Equity","18 695 398,20","0,13","18 695 398,20","72 519,00","257,80","Alemanha","Xetra","EUR"
"EUR","EUR CASH","Caixa e/ou Derivativos","Cash","18 667 809,16","0,13","18 667 809,16","18 667 809,00","100,00","União Europeia","-","EUR"
"SGSN","SGS SA","Bens Industriais","Equity","18 644 389,90","0,13","18 644 389,90","204 235,00","91,29","Suíça","SIX Swiss Exchange","CHF"
"WKL","WOLTERS KLUWER NV","Bens Industriais","Equity","18 260 196,24","0,13","18 260 196,24","293 007,00","62,32","Holanda","Euronext Amsterdam","EUR"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","Produtos financeiros","Equity","18 217 522,57","0,13","18 217 522,57","2 429 975,00","7,50","Itália","Borsa Italiana","EUR"
"KOG","KONGSBERG GRUPPEN","Bens Industriais","Equity","18 046 429,84","0,13","18 046 429,84","532 513,00","33,89","Noruega","Oslo Bors Asa","NOK"
"GMAB","GENMAB","Cuidados de saúde","Equity","17 482 456,37","0,12","17 482 456,37","77 646,00","225,16","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"VACN","VAT GROUP AG","Bens Industriais","Equity","17 325 509,81","0,12","17 325 509,81","32 419,00","534,43","Suíça","SIX Swiss Exchange","CHF"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Serviços públicos","Equity","17 259 373,20","0,12","17 259 373,20","3 967 672,00","4,35","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"BT.A","BT GROUP PLC","Comunicação","Equity","17 242 420,97","0,12","17 242 420,97","7 319 350,00","2,36","Reino Unido","London Stock Exchange","GBP"
"UPM","UPM-KYMMENE","Materiais","Equity","17 160 021,45","0,12","17 160 021,45","662 805,00","25,89","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"MRK","MERCK","Cuidados de saúde","Equity","16 636 243,25","0,12","16 636 243,25","158 365,00","105,05","Alemanha","Xetra","EUR"
"EPI A","EPIROC CLASS A","Bens Industriais","Equity","16 630 653,42","0,12","16 630 653,42","811 312,00","20,50","Suécia","Nasdaq Omx Nordic","SEK"
"TEF","TELEFONICA SA","Comunicação","Equity","16 565 376,10","0,12","16 565 376,10","4 511 268,00","3,67","Espanha","Bolsa De Madrid","EUR"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Serviços públicos","Equity","16 545 138,16","0,12","16 545 138,16","1 730 301,00","9,56","Itália","Borsa Italiana","EUR"
"ESSITY B","ESSITY CLASS B","Bens de primeira necessidade","Equity","16 329 614,34","0,12","16 329 614,34","737 201,00","22,15","Suécia","Nasdaq Omx Nordic","SEK"
"ALFA","ALFA LAVAL","Bens Industriais","Equity","16 324 142,33","0,12","16 324 142,33","353 955,00","46,12","Suécia","Nasdaq Omx Nordic","SEK"
"BAMI","BANCO BPM","Produtos financeiros","Equity","16 255 020,78","0,12","16 255 020,78","1 392 293,00","11,68","Itália","Borsa Italiana","EUR"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Bens de primeira necessidade","Equity","16 165 389,97","0,12","16 165 389,97","133,00","121 544,80","Suíça","SIX Swiss Exchange","CHF"
"RI","PERNOD RICARD SA","Bens de primeira necessidade","Equity","16 044 888,30","0,11","16 044 888,30","247 989,00","64,70","França","Nyse Euronext - Euronext Paris","EUR"
"CLNX","CELLNEX TELECOM","Comunicação","Equity","16 038 238,05","0,11","16 038 238,05","605 445,00","26,49","Espanha","Bolsa De Madrid","EUR"
"BAER","JULIUS BAER GRUPPE AG","Produtos financeiros","Equity","15 895 514,45","0,11","15 895 514,45","254 357,00","62,49","Suíça","SIX Swiss Exchange","CHF"
"RTO","RENTOKIL INITIAL PLC","Bens Industriais","Equity","15 859 911,17","0,11","15 859 911,17","3 004 310,00","5,28","Reino Unido","London Stock Exchange","GBP"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Tecnologia de informação","Equity","15 803 992,10","0,11","15 803 992,10","90 386,00","174,85","Holanda","Euronext Amsterdam","EUR"
"SRG","SNAM","Serviços públicos","Equity","15 531 847,87","0,11","15 531 847,87","2 433 696,00","6,38","Itália","Borsa Italiana","EUR"
"EQT","EQT","Produtos financeiros","Equity","15 462 391,04","0,11","15 462 391,04","607 427,00","25,46","Suécia","Nasdaq Omx Nordic","SEK"
"ELE","ENDESA SA","Serviços públicos","Equity","15 152 218,90","0,11","15 152 218,90","434 161,00","34,90","Espanha","Bolsa De Madrid","EUR"
"BOL","BOLIDEN","Materiais","Equity","15 042 826,71","0,11","15 042 826,71","350 372,00","42,93","Suécia","Nasdaq Omx Nordic","SEK"
"SHL","SIEMENS HEALTHINEERS AG","Cuidados de saúde","Equity","14 776 747,20","0,11","14 776 747,20","413 220,00","35,76","Alemanha","Xetra","EUR"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Bens de primeira necessidade","Equity","14 653 742,82","0,10","14 653 742,82","1 231,00","11 903,98","Suíça","SIX Swiss Exchange","CHF"
"SN.","SMITH AND NEPHEW PLC","Cuidados de saúde","Equity","14 553 113,02","0,10","14 553 113,02","1 057 415,00","13,76","Reino Unido","London Stock Exchange","GBP"
"STLAM","STELLANTIS NV","Consumo discricionário","Equity","14 399 612,44","0,10","14 399 612,44","2 448 081,00","5,88","Itália","Borsa Italiana","EUR"
"LOGN","LOGITECH INTERNATIONAL SA","Tecnologia de informação","Equity","14 282 033,32","0,10","14 282 033,32","182 183,00","78,39","Suíça","SIX Swiss Exchange","CHF"
"SPSN","SWISS PRIME SITE AG","Imobiliário","Equity","14 238 038,06","0,10","14 238 038,06","99 114,00","143,65","Suíça","SIX Swiss Exchange","CHF"
"MONC","MONCLER","Consumo discricionário","Equity","14 174 277,16","0,10","14 174 277,16","282 694,00","50,14","Itália","Borsa Italiana","EUR"
"SCHP","SCHINDLER HOLDING PAR AG","Bens Industriais","Equity","14 098 068,49","0,10","14 098 068,49","50 329,00","280,12","Suíça","SIX Swiss Exchange","CHF"
"NHY","NORSK HYDRO","Materiais","Equity","14 082 000,68","0,10","14 082 000,68","1 704 834,00","8,26","Noruega","Oslo Bors Asa","NOK"
"DSY","DASSAULT SYSTEMES","Tecnologia de informação","Equity","13 981 642,47","0,10","13 981 642,47","842 014,00","16,61","França","Nyse Euronext - Euronext Paris","EUR"
"CNA","CENTRICA PLC","Serviços públicos","Equity","13 965 642,12","0,10","13 965 642,12","5 995 903,00","2,33","Reino Unido","London Stock Exchange","GBP"
"DSFIR","DSM FIRMENICH AG","Materiais","Equity","13 931 395,50","0,10","13 931 395,50","230 271,00","60,50","Holanda","Euronext Amsterdam","EUR"
"HEN3","HENKEL & KGAA PREF AG","Bens de primeira necessidade","Equity","13 906 534,32","0,10","13 906 534,32","208 244,00","66,78","Alemanha","Xetra","EUR"
"FBK","FINECOBANK BANCA FINECO","Produtos financeiros","Equity","13 875 448,24","0,10","13 875 448,24","744 391,00","18,64","Itália","Borsa Italiana","EUR"
"NESTE","NESTE","Energia","Equity","13 817 298,26","0,10","13 817 298,26","513 082,00","26,93","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"INF","INFORMA PLC","Comunicação","Equity","13 775 790,98","0,10","13 775 790,98","1 599 834,00","8,61","Reino Unido","London Stock Exchange","GBP"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Imobiliário","Equity","13 720 399,38","0,10","13 720 399,38","148 779,00","92,22","França","Nyse Euronext - Euronext Paris","EUR"
"RO","ROCHE HOLDING AG","Cuidados de saúde","Equity","13 520 718,10","0,10","13 520 718,10","38 435,00","351,78","Suíça","SIX Swiss Exchange","CHF"
"KRX","KINGSPAN GROUP PLC","Bens Industriais","Equity","13 492 936,20","0,10","13 492 936,20","188 186,00","71,70","Irlanda","Irish Stock Exchange - All Market","EUR"
"KRZ","KERRY GROUP PLC","Bens de primeira necessidade","Equity","13 479 304,80","0,10","13 479 304,80","201 786,00","66,80","Irlanda","Irish Stock Exchange - All Market","EUR"
"CCH","COCA COLA HBC AG","Bens de primeira necessidade","Equity","13 276 464,71","0,09","13 276 464,71","271 295,00","48,94","Reino Unido","London Stock Exchange","GBP"
"TELIA","TELIA COMPANY","Comunicação","Equity","12 626 043,56","0,09","12 626 043,56","2 901 725,00","4,35","Suécia","Nasdaq Omx Nordic","SEK"
"TEN","TENARIS SA","Energia","Equity","12 476 894,43","0,09","12 476 894,43","491 023,00","25,41","Itália","Borsa Italiana","EUR"
"UU.","UNITED UTILITIES GROUP PLC","Serviços públicos","Equity","12 460 421,16","0,09","12 460 421,16","837 934,00","14,87","Reino Unido","London Stock Exchange","GBP"
"ENX","EURONEXT NV","Produtos financeiros","Equity","12 348 153,60","0,09","12 348 153,60","93 264,00","132,40","França","Nyse Euronext - Euronext Paris","EUR"
"CARL B","CARLSBERG AS CL B","Bens de primeira necessidade","Equity","12 261 240,36","0,09","12 261 240,36","115 018,00","106,60","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"ORSTED","ORSTED A/S","Serviços públicos","Equity","12 116 967,40","0,09","12 116 967,40","633 405,00","19,13","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"AKRBP","AKER BP","Energia","Equity","12 065 077,39","0,09","12 065 077,39","381 517,00","31,62","Noruega","Oslo Bors Asa","NOK"
"AGS","AGEAS SA","Produtos financeiros","Equity","11 996 543,00","0,09","11 996 543,00","194 276,00","61,75","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"BG","BAWAG GROUP AG","Produtos financeiros","Equity","11 988 740,00","0,09","11 988 740,00","95 300,00","125,80","Áustria","Wiener Boerse Ag","EUR"
"STMN","STRAUMANN HOLDING AG","Cuidados de saúde","Equity","11 958 616,78","0,09","11 958 616,78","134 892,00","88,65","Suíça","SIX Swiss Exchange","CHF"
"CHF","CHF CASH","Caixa e/ou Derivativos","Cash","11 937 514,46","0,09","11 937 514,46","10 960 833,00","108,91","Suíça","-","CHF"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energia","Equity","11 932 044,88","0,09","11 932 044,88","582 904,00","20,47","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"TEL2 B","TELE2 B","Comunicação","Equity","11 895 328,09","0,08","11 895 328,09","684 531,00","17,38","Suécia","Nasdaq Omx Nordic","SEK"
"SOON","SONOVA HOLDING AG","Cuidados de saúde","Equity","11 817 510,73","0,08","11 817 510,73","62 630,00","188,69","Suíça","SIX Swiss Exchange","CHF"
"G1A","GEA GROUP AG","Bens Industriais","Equity","11 733 136,50","0,08","11 733 136,50","197 030,00","59,55","Alemanha","Xetra","EUR"
"FGR","EIFFAGE SA","Bens Industriais","Equity","11 700 871,65","0,08","11 700 871,65","90 459,00","129,35","França","Nyse Euronext - Euronext Paris","EUR"
"EN","BOUYGUES SA","Bens Industriais","Equity","11 670 550,88","0,08","11 670 550,88","238 564,00","48,92","França","Nyse Euronext - Euronext Paris","EUR"
"SY1","SYMRISE AG","Materiais","Equity","11 639 500,18","0,08","11 639 500,18","160 811,00","72,38","Alemanha","Xetra","EUR"
"EDV","ENDEAVOUR MINING","Materiais","Equity","11 631 353,53","0,08","11 631 353,53","236 563,00","49,17","Reino Unido","London Stock Exchange","GBP"
"METSO","METSO CORPORATION","Bens Industriais","Equity","11 628 165,74","0,08","11 628 165,74","804 439,00","14,46","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"ASRNL","ASR NEDERLAND NV","Produtos financeiros","Equity","11 524 600,00","0,08","11 524 600,00","198 700,00","58,00","Holanda","Euronext Amsterdam","EUR"
"SVT","SEVERN TRENT PLC","Serviços públicos","Equity","11 516 150,82","0,08","11 516 150,82","333 304,00","34,55","Reino Unido","London Stock Exchange","GBP"
"FORTUM","FORTUM","Serviços públicos","Equity","11 504 316,24","0,08","11 504 316,24","550 973,00","20,88","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"SGRO","SEGRO REIT PLC","Imobiliário","Equity","11 393 411,77","0,08","11 393 411,77","1 545 066,00","7,37","Reino Unido","London Stock Exchange","GBP"
"PST","POSTE ITALIANE","Produtos financeiros","Equity","11 386 420,52","0,08","11 386 420,52","575 217,00","19,80","Itália","Borsa Italiana","EUR"
"MOWI","MOWI","Bens de primeira necessidade","Equity","11 319 526,43","0,08","11 319 526,43","594 780,00","19,03","Noruega","Oslo Bors Asa","NOK"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Bens Industriais","Equity","11 257 866,49","0,08","11 257 866,49","60 308,00","186,67","Suíça","SIX Swiss Exchange","CHF"
"CA","CARREFOUR SA","Bens de primeira necessidade","Equity","11 258 573,62","0,08","11 258 573,62","734 175,00","15,34","França","Nyse Euronext - Euronext Paris","EUR"
"SGE","THE SAGE GROUP PLC","Tecnologia de informação","Equity","11 223 677,58","0,08","11 223 677,58","1 199 326,00","9,36","Reino Unido","London Stock Exchange","GBP"
"BVI","BUREAU VERITAS SA","Bens Industriais","Equity","11 024 326,80","0,08","11 024 326,80","422 388,00","26,10","França","Nyse Euronext - Euronext Paris","EUR"
"TEL","TELENOR","Comunicação","Equity","11 013 794,31","0,08","11 013 794,31","742 621,00","14,83","Noruega","Oslo Bors Asa","NOK"
"OMV","OMV AG","Energia","Equity","10 957 135,00","0,08","10 957 135,00","178 892,00","61,25","Áustria","Wiener Boerse Ag","EUR"
"BKT","BANKINTER SA","Produtos financeiros","Equity","10 920 463,77","0,08","10 920 463,77","819 547,00","13,32","Espanha","Bolsa De Madrid","EUR"
"SMIN","SMITHS GROUP PLC","Bens Industriais","Equity","10 920 723,78","0,08","10 920 723,78","413 738,00","26,40","Reino Unido","London Stock Exchange","GBP"
"ADM","ADMIRAL GROUP PLC","Produtos financeiros","Equity","10 714 244,70","0,08","10 714 244,70","303 508,00","35,30","Reino Unido","London Stock Exchange","GBP"
"HM B","HENNES & MAURITZ","Consumo discricionário","Equity","10 682 840,00","0,08","10 682 840,00","683 344,00","15,63","Suécia","Nasdaq Omx Nordic","SEK"
"USD","USD CASH","Caixa e/ou Derivativos","Cash","10 549 782,07","0,08","10 549 782,07","12 153 876,00","86,80","Estados Unidos","-","USD"
"AKZA","AKZO NOBEL NV","Materiais","Equity","10 534 874,76","0,08","10 534 874,76","214 647,00","49,08","Holanda","Euronext Amsterdam","EUR"
"DKK","DKK CASH","Caixa e/ou Derivativos","Cash","10 474 581,98","0,07","10 474 581,98","78 272 356,00","13,38","Dinamarca","-","DKK"
"FME","FRESENIUS MEDICAL CARE AG","Cuidados de saúde","Equity","10 384 448,84","0,07","10 384 448,84","269 446,00","38,54","Alemanha","Xetra","EUR"
"MAERSK B","A P MOLLER MAERSK B","Bens Industriais","Equity","10 381 648,29","0,07","10 381 648,29","4 820,00","2 153,87","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"AGN","AEGON LTD","Produtos financeiros","Equity","10 317 268,04","0,07","10 317 268,04","1 704 770,00","6,05","Holanda","Euronext Amsterdam","EUR"
"BNZL","BUNZL","Bens Industriais","Equity","10 193 133,01","0,07","10 193 133,01","408 301,00","24,96","Reino Unido","London Stock Exchange","GBP"
"ERF","EUROFINS SCIENTIFIC","Cuidados de saúde","Equity","10 119 040,00","0,07","10 119 040,00","163 000,00","62,08","França","Nyse Euronext - Euronext Paris","EUR"
"FRES","FRESNILLO PLC","Materiais","Equity","9 993 738,53","0,07","9 993 738,53","272 758,00","36,64","Reino Unido","London Stock Exchange","GBP"
"YAR","YARA INTERNATIONAL","Materiais","Equity","9 893 011,27","0,07","9 893 011,27","205 808,00","48,07","Noruega","Oslo Bors Asa","NOK"
"ALO","ALSTOM SA","Bens Industriais","Equity","9 839 241,20","0,07","9 839 241,20","416 917,00","23,60","França","Nyse Euronext - Euronext Paris","EUR"
"SEK","SEK CASH","Caixa e/ou Derivativos","Cash","9 824 786,76","0,07","9 824 786,76","107 026 283,00","9,18","Suécia","-","SEK"
"AC","ACCOR SA","Consumo discricionário","Equity","9 617 811,84","0,07","9 617 811,84","237 888,00","40,43","França","Nyse Euronext - Euronext Paris","EUR"
"HEIO","HEINEKEN HOLDING NV","Bens de primeira necessidade","Equity","9 558 301,90","0,07","9 558 301,90","157 858,00","60,55","Holanda","Euronext Amsterdam","EUR"
"MKS","MARKS AND SPENCER GROUP PLC","Bens de primeira necessidade","Equity","9 294 869,28","0,07","9 294 869,28","2 471 472,00","3,76","Reino Unido","London Stock Exchange","GBP"
