Fund Holdings as of,"27 mar. 2026"
"ORNBV","ORION CLASS B","Cuidados de saúde","Equity","9 281 208,40","0,07","9 281 208,40","137 908,00","67,30","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"SKA B","SKANSKA B","Bens Industriais","Equity","9 267 017,01","0,07","9 267 017,01","410 200,00","22,59","Suécia","Nasdaq Omx Nordic","SEK"
"UNI","UNIPOL ASSICURAZIONI SPA","Produtos financeiros","Equity","9 163 803,93","0,07","9 163 803,93","477 033,00","19,21","Itália","Borsa Italiana","EUR"
"BNR","BRENNTAG","Bens Industriais","Equity","9 115 814,50","0,07","9 115 814,50","161 915,00","56,30","Alemanha","Xetra","EUR"
"ORK","ORKLA","Bens de primeira necessidade","Equity","8 940 806,82","0,06","8 940 806,82","844 595,00","10,59","Noruega","Oslo Bors Asa","NOK"
"EVO","EVOLUTION","Consumo discricionário","Equity","8 933 710,17","0,06","8 933 710,17","176 495,00","50,62","Suécia","Nasdaq Omx Nordic","SEK"
"ADDT B","ADDTECH CLASS B","Bens Industriais","Equity","8 929 194,10","0,06","8 929 194,10","314 994,00","28,35","Suécia","Nasdaq Omx Nordic","SEK"
"BEI","BEIERSDORF AG","Bens de primeira necessidade","Equity","8 923 864,40","0,06","8 923 864,40","119 303,00","74,80","Alemanha","Xetra","EUR"
"MRO","MELROSE INDUSTRIES PLC","Bens Industriais","Equity","8 894 250,49","0,06","8 894 250,49","1 567 019,00","5,68","Reino Unido","London Stock Exchange","GBP"
"EPI B","EPIROC CLASS B","Bens Industriais","Equity","8 846 554,08","0,06","8 846 554,08","491 182,00","18,01","Suécia","Nasdaq Omx Nordic","SEK"
"COLO B","COLOPLAST B","Cuidados de saúde","Equity","8 771 966,21","0,06","8 771 966,21","152 405,00","57,56","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"MNG","M&G PLC","Produtos financeiros","Equity","8 726 512,88","0,06","8 726 512,88","2 772 850,00","3,15","Reino Unido","London Stock Exchange","GBP"
"RXL","REXEL SA","Bens Industriais","Equity","8 696 304,00","0,06","8 696 304,00","265 536,00","32,75","França","Nyse Euronext - Euronext Paris","EUR"
"TIT","TELECOM ITALIA","Comunicação","Equity","8 677 097,92","0,06","8 677 097,92","14 657 260,00","0,59","Itália","Borsa Italiana","EUR"
"SECU B","SECURITAS B","Bens Industriais","Equity","8 676 321,99","0,06","8 676 321,99","606 841,00","14,30","Suécia","Nasdaq Omx Nordic","SEK"
"QIA","QIAGEN NV","Cuidados de saúde","Equity","8 638 968,55","0,06","8 638 968,55","254 499,00","33,95","Alemanha","Xetra","EUR"
"ABF","ASSOCIATED BRITISH FOODS PLC","Bens de primeira necessidade","Equity","8 567 552,06","0,06","8 567 552,06","403 836,00","21,22","Reino Unido","London Stock Exchange","GBP"
"SKF B","SKF B","Bens Industriais","Equity","8 483 470,49","0,06","8 483 470,49","424 115,00","20,00","Suécia","Nasdaq Omx Nordic","SEK"
"WISE","WISE PLC CLASS A","Produtos financeiros","Equity","8 419 511,80","0,06","8 419 511,80","809 564,00","10,40","Reino Unido","London Stock Exchange","GBP"
"KBX","KNORR BREMSE AG","Bens Industriais","Equity","8 315 476,05","0,06","8 315 476,05","86 037,00","96,65","Alemanha","Xetra","EUR"
"TRYG","TRYG","Produtos financeiros","Equity","8 314 233,60","0,06","8 314 233,60","410 092,00","20,27","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Cuidados de saúde","Equity","8 310 534,64","0,06","8 310 534,64","234 779,00","35,40","Suécia","Nasdaq Omx Nordic","SEK"
"INDU C","INDUSTRIVARDEN SERIES","Produtos financeiros","Equity","8 304 255,08","0,06","8 304 255,08","200 138,00","41,49","Suécia","Nasdaq Omx Nordic","SEK"
"BCP","BANCO COMERCIAL PORTUGUES SA","Produtos financeiros","Equity","8 291 715,39","0,06","8 291 715,39","10 262 024,00","0,81","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"TLX","TALANX AG","Produtos financeiros","Equity","8 269 355,00","0,06","8 269 355,00","80 285,00","103,00","Alemanha","Xetra","EUR"
"PSON","PEARSON PLC","Consumo discricionário","Equity","8 263 638,20","0,06","8 263 638,20","751 007,00","11,00","Reino Unido","London Stock Exchange","GBP"
"BEAN","BELIMO N AG","Bens Industriais","Equity","8 256 817,52","0,06","8 256 817,52","12 101,00","682,33","Suíça","SIX Swiss Exchange","CHF"
"CON","CONTINENTAL AG","Consumo discricionário","Equity","8 235 995,76","0,06","8 235 995,76","137 404,00","59,94","Alemanha","Xetra","EUR"
"TREL B","TRELLEBORG B","Bens Industriais","Equity","8 046 278,74","0,06","8 046 278,74","258 028,00","31,18","Suécia","Nasdaq Omx Nordic","SEK"
"ITRK","INTERTEK GROUP PLC","Bens Industriais","Equity","8 029 821,65","0,06","8 029 821,65","192 277,00","41,76","Reino Unido","London Stock Exchange","GBP"
"SBRY","SAINSBURY(J) PLC","Bens de primeira necessidade","Equity","7 985 571,65","0,06","7 985 571,65","2 084 961,00","3,83","Reino Unido","London Stock Exchange","GBP"
"LI","KLEPIERRE REIT SA","Imobiliário","Equity","7 932 303,04","0,06","7 932 303,04","255 551,00","31,04","França","Nyse Euronext - Euronext Paris","EUR"
"SCHN","SCHINDLER HOLDING AG","Bens Industriais","Equity","7 911 683,48","0,06","7 911 683,48","29 530,00","267,92","Suíça","SIX Swiss Exchange","CHF"
"AM","DASSAULT AVIATION SA","Bens Industriais","Equity","7 864 700,00","0,06","7 864 700,00","25 370,00","310,00","França","Nyse Euronext - Euronext Paris","EUR"
"MAERSK A","A P MOLLER MAERSK","Bens Industriais","Equity","7 750 856,96","0,06","7 750 856,96","3 645,00","2 126,44","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"HEN","HENKEL AG","Bens de primeira necessidade","Equity","7 692 823,80","0,05","7 692 823,80","123 878,00","62,10","Alemanha","Xetra","EUR"
"EXO","EXOR NV","Produtos financeiros","Equity","7 669 953,75","0,05","7 669 953,75","120 313,00","63,75","Holanda","Euronext Amsterdam","EUR"
"NTGY","NATURGY ENERGY GROUP SA","Serviços públicos","Equity","7 656 642,44","0,05","7 656 642,44","298 621,00","25,64","Espanha","Bolsa De Madrid","EUR"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Produtos financeiros","Equity","7 628 229,60","0,05","7 628 229,60","100 108,00","76,20","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"ELI","ELIA GROUP SA","Serviços públicos","Equity","7 538 017,20","0,05","7 538 017,20","59 542,00","126,60","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"MICC","MAGNUM ICE CREAM NV","Bens de primeira necessidade","Equity","7 527 810,95","0,05","7 527 810,95","591 716,00","12,72","Holanda","Euronext Amsterdam","EUR"
"IG","ITALGAS","Serviços públicos","Equity","7 375 684,80","0,05","7 375 684,80","754 160,00","9,78","Itália","Borsa Italiana","EUR"
"KGF","KINGFISHER PLC","Consumo discricionário","Equity","7 317 204,98","0,05","7 317 204,98","2 307 281,00","3,17","Reino Unido","London Stock Exchange","GBP"
"IPN","IPSEN SA","Cuidados de saúde","Equity","7 298 356,00","0,05","7 298 356,00","46 280,00","157,70","França","Nyse Euronext - Euronext Paris","EUR"
"HOT","HOCHTIEF AG","Bens Industriais","Equity","7 156 258,80","0,05","7 156 258,80","18 962,00","377,40","Alemanha","Xetra","EUR"
"SCA B","SVENSKA CELLULOSA B","Materiais","Equity","7 133 585,14","0,05","7 133 585,14","710 651,00","10,04","Suécia","Nasdaq Omx Nordic","SEK"
"LIFCO B","LIFCO CLASS B","Bens Industriais","Equity","7 095 231,80","0,05","7 095 231,80","275 256,00","25,78","Suécia","Nasdaq Omx Nordic","SEK"
"ELISA","ELISA","Comunicação","Equity","7 081 877,40","0,05","7 081 877,40","167 817,00","42,20","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"JMT","JERONIMO MARTINS SA","Bens de primeira necessidade","Equity","7 018 348,60","0,05","7 018 348,60","347 443,00","20,20","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"RNO","RENAULT SA","Consumo discricionário","Equity","7 004 377,68","0,05","7 004 377,68","247 592,00","28,29","França","Nyse Euronext - Euronext Paris","EUR"
"STERV","STORA ENSO CLASS R","Materiais","Equity","6 929 151,28","0,05","6 929 151,28","703 610,00","9,85","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Cuidados de saúde","Equity","6 917 057,68","0,05","6 917 057,68","141 511,00","48,88","Itália","Borsa Italiana","EUR"
"UHR","THE SWATCH GROUP AG","Consumo discricionário","Equity","6 898 626,46","0,05","6 898 626,46","37 129,00","185,80","Suíça","SIX Swiss Exchange","CHF"
"INDU A","INDUSTRIVARDEN A","Produtos financeiros","Equity","6 891 815,32","0,05","6 891 815,32","165 220,00","41,71","Suécia","Nasdaq Omx Nordic","SEK"
"SPX","SPIRAX GROUP PLC","Bens Industriais","Equity","6 724 019,44","0,05","6 724 019,44","88 378,00","76,08","Reino Unido","London Stock Exchange","GBP"
"SDLF","STANDARD LIFE PLC","Produtos financeiros","Equity","6 701 415,92","0,05","6 701 415,92","875 499,00","7,65","Reino Unido","London Stock Exchange","GBP"
"SDR","SCHRODERS PLC","Produtos financeiros","Equity","6 657 500,15","0,05","6 657 500,15","1 008 012,00","6,60","Reino Unido","London Stock Exchange","GBP"
"JDEP","JDE PEETS NV","Bens de primeira necessidade","Equity","6 598 714,26","0,05","6 598 714,26","207 899,00","31,74","Holanda","Euronext Amsterdam","EUR"
"ANA","ACCIONA SA","Serviços públicos","Equity","6 520 010,20","0,05","6 520 010,20","30 553,00","213,40","Espanha","Bolsa De Madrid","EUR"
"GET","GETLINK","Bens Industriais","Equity","6 442 776,99","0,05","6 442 776,99","365 859,00","17,61","França","Nyse Euronext - Euronext Paris","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Bens Industriais","Equity","6 435 531,29","0,05","6 435 531,29","1 912 836,00","3,36","Suécia","Nasdaq Omx Nordic","SEK"
"KESKOB","KESKO CLASS B","Bens de primeira necessidade","Equity","6 348 626,76","0,05","6 348 626,76","336 084,00","18,89","Finlândia","Nasdaq Omx Helsinki Ltd.","EUR"
"SRT3","SARTORIUS PREF AG","Cuidados de saúde","Equity","6 297 266,80","0,04","6 297 266,80","30 451,00","206,80","Alemanha","Xetra","EUR"
"BARN","BARRY CALLEBAUT AG","Bens de primeira necessidade","Equity","6 271 279,98","0,04","6 271 279,98","4 278,00","1 465,94","Suíça","SIX Swiss Exchange","CHF"
"PNDORA","PANDORA","Consumo discricionário","Equity","6 228 153,92","0,04","6 228 153,92","101 175,00","61,56","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"WTB","WHITBREAD PLC","Consumo discricionário","Equity","6 224 122,79","0,04","6 224 122,79","238 726,00","26,07","Reino Unido","London Stock Exchange","GBP"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Bens Industriais","Equity","6 219 124,50","0,04","6 219 124,50","1 512 433,00","4,11","Espanha","Bolsa De Madrid","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Materiais","Equity","6 151 421,64","0,04","6 151 421,64","8 944,00","687,77","Suíça","SIX Swiss Exchange","CHF"
"INDT","INDUTRADE","Bens Industriais","Equity","6 120 138,25","0,04","6 120 138,25","324 269,00","18,87","Suécia","Nasdaq Omx Nordic","SEK"
"DIM","SARTORIUS STEDIM BIOTECH SA","Cuidados de saúde","Equity","6 069 360,00","0,04","6 069 360,00","36 784,00","165,00","França","Nyse Euronext - Euronext Paris","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Consumo discricionário","Equity","6 028 496,32","0,04","6 028 496,32","194 656,00","30,97","Alemanha","Xetra","EUR"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Produtos financeiros","Equity","5 896 147,30","0,04","5 896 147,30","161 185,00","36,58","Áustria","Wiener Boerse Ag","EUR"
"EDPR","EDP RENOVAVEIS SA","Serviços públicos","Equity","5 859 515,97","0,04","5 859 515,97","447 633,00","13,09","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"AVOL","AVOLTA AG","Consumo discricionário","Equity","5 833 630,60","0,04","5 833 630,60","113 530,00","51,38","Suíça","SIX Swiss Exchange","CHF"
"CSG","CSG CLASS A NV","Bens Industriais","Equity","5 749 823,36","0,04","5 749 823,36","245 824,00","23,39","Holanda","Euronext Amsterdam","EUR"
"BZFUT","CASH COLLATERAL EUR BZFUT","Caixa e/ou Derivativos","Cash Collateral and Margins","5 735 530,00","0,04","5 735 530,00","5 735 530,00","100,00","União Europeia","-","EUR"
"G24","SCOUT24 N","Comunicação","Equity","5 707 454,90","0,04","5 707 454,90","90 094,00","63,35","Alemanha","Xetra","EUR"
"ZAL","ZALANDO","Consumo discricionário","Equity","5 642 217,57","0,04","5 642 217,57","280 289,00","20,13","Alemanha","Xetra","EUR"
"AUTO","AUTOTRADER GROUP PLC","Comunicação","Equity","5 611 639,57","0,04","5 611 639,57","1 087 479,00","5,16","Reino Unido","London Stock Exchange","GBP"
"BCVN","BC VAUD N","Produtos financeiros","Equity","5 578 246,88","0,04","5 578 246,88","40 457,00","137,88","Suíça","SIX Swiss Exchange","CHF"
"BMW3","BMW PREF AG","Consumo discricionário","Equity","5 528 749,80","0,04","5 528 749,80","70 836,00","78,05","Alemanha","Xetra","EUR"
"AMUN","AMUNDI SA","Produtos financeiros","Equity","5 464 515,05","0,04","5 464 515,05","75 217,00","72,65","França","Nyse Euronext - Euronext Paris","EUR"
"BEIJ B","BEIJER REF CLASS B","Bens Industriais","Equity","5 425 274,65","0,04","5 425 274,65","466 090,00","11,64","Suécia","Nasdaq Omx Nordic","SEK"
"LHA","DEUTSCHE LUFTHANSA AG","Bens Industriais","Equity","5 304 293,12","0,04","5 304 293,12","721 280,00","7,35","Alemanha","Xetra","EUR"
"HAG","HENSOLDT AG","Bens Industriais","Equity","5 255 943,00","0,04","5 255 943,00","78 330,00","67,10","Alemanha","Xetra","EUR"
"TITR","TELECOM ITALIA S.P.A.","Comunicação","Equity","5 250 972,67","0,04","5 250 972,67","7 458 768,00","0,70","Itália","Borsa Italiana","EUR"
"VER","VERBUND AG","Serviços públicos","Equity","5 214 017,05","0,04","5 214 017,05","81 917,00","63,65","Áustria","Wiener Boerse Ag","EUR"
"LAND","LAND SECURITIES GROUP REIT PLC","Imobiliário","Equity","5 180 208,32","0,04","5 180 208,32","844 045,00","6,14","Reino Unido","London Stock Exchange","GBP"
"EVK","EVONIK INDUSTRIES AG","Materiais","Equity","5 066 223,36","0,04","5 066 223,36","308 352,00","16,43","Alemanha","Xetra","EUR"
"P911","DR ING HC F PORSCHE PRF AG","Consumo discricionário","Equity","5 013 497,44","0,04","5 013 497,44","133 196,00","37,64","Alemanha","Xetra","EUR"
"TUB","FINANCIERE DE TUBIZE SA","Cuidados de saúde","Equity","5 006 569,00","0,04","5 006 569,00","24 482,00","204,50","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"ICSSAGD","BLK ICS GBP LIQ AGENCY DIS","Caixa e/ou Derivativos","Money Market","4 943 084,98","0,04","4 943 084,98","4 284 776,00","1,15","Irlanda","-","GBP"
"LOTB","LOTUS BAKERIES NV","Bens de primeira necessidade","Equity","4 918 980,00","0,04","4 918 980,00","514,00","9 570,00","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"BTRW","BARRATT REDROW PLC","Consumo discricionário","Equity","4 900 506,19","0,03","4 900 506,19","1 661 270,00","2,95","Reino Unido","London Stock Exchange","GBP"
"GJF","GJENSIDIGE FORSIKRING","Produtos financeiros","Equity","4 871 939,86","0,03","4 871 939,86","225 927,00","21,56","Noruega","Oslo Bors Asa","NOK"
"LEG","LEG IMMOBILIEN N","Imobiliário","Equity","4 789 188,45","0,03","4 789 188,45","88 443,00","54,15","Alemanha","Xetra","EUR"
"ENT","ENTAIN PLC","Consumo discricionário","Equity","4 643 753,05","0,03","4 643 753,05","745 980,00","6,23","Reino Unido","London Stock Exchange","GBP"
"AAF","AIRTEL AFRICA PLC","Comunicação","Equity","4 598 213,91","0,03","4 598 213,91","1 128 492,00","4,07","Reino Unido","London Stock Exchange","GBP"
"BMED","BANCA MEDIOLANUM","Produtos financeiros","Equity","4 596 664,80","0,03","4 596 664,80","271 992,00","16,90","Itália","Borsa Italiana","EUR"
"CPR","DAVIDE CAMPARI MILANO NV","Bens de primeira necessidade","Equity","4 429 903,97","0,03","4 429 903,97","722 424,00","6,13","Itália","Borsa Italiana","EUR"
"BIM","BIOMERIEUX SA","Cuidados de saúde","Equity","4 427 892,60","0,03","4 427 892,60","49 529,00","89,40","França","Nyse Euronext - Euronext Paris","EUR"
"IDR","INDRA SISTEMAS SA","Tecnologia de informação","Equity","4 427 055,00","0,03","4 427 055,00","98 379,00","45,00","Espanha","Bolsa De Madrid","EUR"
"SYENS","SYENSQO NV","Materiais","Equity","4 413 528,00","0,03","4 413 528,00","90 072,00","49,00","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"SW","SODEXO SA","Consumo discricionário","Equity","4 380 728,40","0,03","4 380 728,40","102 834,00","42,60","França","Nyse Euronext - Euronext Paris","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Produtos financeiros","Equity","4 328 262,53","0,03","4 328 262,53","91 023,00","47,55","Suécia","Nasdaq Omx Nordic","SEK"
"BKW","BKW N AG","Serviços públicos","Equity","4 296 161,17","0,03","4 296 161,17","26 193,00","164,02","Suíça","SIX Swiss Exchange","CHF"
"AYV","AYVENS SA","Bens Industriais","Equity","4 294 914,00","0,03","4 294 914,00","436 475,00","9,84","França","Nyse Euronext - Euronext Paris","EUR"
"NEM","NEMETSCHEK","Tecnologia de informação","Equity","4 228 698,50","0,03","4 228 698,50","68 315,00","61,90","Alemanha","Xetra","EUR"
"MAP","MAPFRE SA","Produtos financeiros","Equity","4 227 597,46","0,03","4 227 597,46","1 132 190,00","3,73","Espanha","Bolsa De Madrid","EUR"
"INPST","INPOST SA","Bens Industriais","Equity","4 215 381,12","0,03","4 215 381,12","280 278,00","15,04","Holanda","Euronext Amsterdam","EUR"
"SALM","SALMAR","Bens de primeira necessidade","Equity","4 174 242,93","0,03","4 174 242,93","85 179,00","49,01","Noruega","Oslo Bors Asa","NOK"
"BOL","BOLLORE","Energia","Equity","4 167 594,48","0,03","4 167 594,48","862 856,00","4,83","França","Nyse Euronext - Euronext Paris","EUR"
"ADP","AEROPORTS DE PARIS SA","Bens Industriais","Equity","4 158 316,00","0,03","4 158 316,00","40 372,00","103,00","França","Nyse Euronext - Euronext Paris","EUR"
"DIE","DIETEREN (D) SA","Consumo discricionário","Equity","4 154 832,00","0,03","4 154 832,00","26 230,00","158,40","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"BZU","BUZZI","Materiais","Equity","4 053 364,80","0,03","4 053 364,80","94 440,00","42,92","Itália","Borsa Italiana","EUR"
"BALD B","FASTIGHETS BALDER CLASS B","Imobiliário","Equity","4 042 531,12","0,03","4 042 531,12","822 205,00","4,92","Suécia","Nasdaq Omx Nordic","SEK"
"SAGA B","SAGAX CLASS B","Imobiliário","Equity","4 041 620,69","0,03","4 041 620,69","264 270,00","15,29","Suécia","Nasdaq Omx Nordic","SEK"
"SOF","SOFINA SA","Produtos financeiros","Equity","4 038 385,20","0,03","4 038 385,20","19 434,00","207,80","Bélgica","Nyse Euronext - Euronext Brussels","EUR"
"DHER","DELIVERY HERO","Consumo discricionário","Equity","3 832 538,76","0,03","3 832 538,76","230 598,00","16,62","Alemanha","Xetra","EUR"
"COV","COVIVIO SA","Imobiliário","Equity","3 715 610,70","0,03","3 715 610,70","73 869,00","50,30","França","Nyse Euronext - Euronext Paris","EUR"
"GFC","GECINA SA","Imobiliário","Equity","3 664 828,00","0,03","3 664 828,00","56 080,00","65,35","França","Nyse Euronext - Euronext Paris","EUR"
"RAA","RATIONAL AG","Bens Industriais","Equity","3 657 687,00","0,03","3 657 687,00","5 962,00","613,50","Alemanha","Xetra","EUR"
"EVD","CTS EVENTIM AG","Comunicação","Equity","3 650 997,44","0,03","3 650 997,44","74 632,00","48,92","Alemanha","Xetra","EUR"
"LATO B","LATOUR INVESTMENT CLASS B","Bens Industriais","Equity","3 307 505,83","0,02","3 307 505,83","185 819,00","17,80","Suécia","Nasdaq Omx Nordic","SEK"
"GRF","GRIFOLS SA CLASS A","Cuidados de saúde","Equity","3 200 662,34","0,02","3 200 662,34","366 712,00","8,73","Espanha","Bolsa De Madrid","EUR"
"HOLM B","HOLMEN CLASS B","Materiais","Equity","3 136 779,68","0,02","3 136 779,68","102 491,00","30,61","Suécia","Nasdaq Omx Nordic","SEK"
"DEMANT","DEMANT","Cuidados de saúde","Equity","2 945 035,31","0,02","2 945 035,31","118 254,00","24,90","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"RAND","RANDSTAD HOLDING","Bens Industriais","Equity","2 915 641,15","0,02","2 915 641,15","127 265,00","22,91","Holanda","Euronext Amsterdam","EUR"
"ROCK B","ROCKWOOL CLASS B","Bens Industriais","Equity","2 803 957,33","0,02","2 803 957,33","119 895,00","23,39","Dinamarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"CVC","CVC CAPITAL PARTNERS PLC","Produtos financeiros","Equity","2 802 399,93","0,02","2 802 399,93","257 337,00","10,89","Holanda","Euronext Amsterdam","EUR"
"VSURE","VERISURE PLC","Bens Industriais","Equity","2 756 881,96","0,02","2 756 881,96","319 861,00","8,62","Suécia","Nasdaq Omx Nordic","EUR"
"JD.","JD SPORTS FASHION PLC","Consumo discricionário","Equity","2 522 470,33","0,02","2 522 470,33","3 216 436,00","0,78","Reino Unido","London Stock Exchange","GBP"
"RED","REDEIA CORPORACION SA","Serviços públicos","Equity","1 539 156,15","0,01","1 539 156,15","108 315,00","14,21","Espanha","Bolsa De Madrid","EUR"
"NOK","NOK CASH","Caixa e/ou Derivativos","Cash","997 008,11","0,01","997 008,11","11 179 470,00","8,92","Noruega","-","NOK"
"ETD_CHF","ETD CHF BALANCE WITH 06738C","Caixa e/ou Derivativos","Cash","-1,34","0,00","-1,34","-1,00","108,91","Suíça","-","CHF"
"ETD_GBP","ETD GBP BALANCE WITH 06738C","Caixa e/ou Derivativos","Cash","0,32","0,00","0,32","0,00","115,36","Reino Unido","-","GBP"
"DKK","DKK/EUR","Caixa e/ou Derivativos","FX","-7,80","0,00","-7,80","-7 222 311,00","1,00","União Europeia","-","EUR"
"USD","USD/EUR","Caixa e/ou Derivativos","FX","-5,71","0,00","-5,71","-631 236,00","1,00","União Europeia","-","EUR"
"SEK","SEK/EUR","Caixa e/ou Derivativos","FX","-5,59","0,00","-5,59","-7 338 054,00","1,00","União Europeia","-","EUR"
"SEK","SEK/EUR","Caixa e/ou Derivativos","FX","-3,82","0,00","-3,82","-5 025 378,00","1,00","União Europeia","-","EUR"
"DKK","DKK/EUR","Caixa e/ou Derivativos","FX","-2,32","0,00","-2,32","-1 716 008,00","1,00","União Europeia","-","EUR"
"NOK","NOK/EUR","Caixa e/ou Derivativos","FX","-0,88","0,00","-0,88","-1 181 794,00","1,00","União Europeia","-","EUR"
"USD","USD/EUR","Caixa e/ou Derivativos","FX","-0,59","0,00","-0,59","-128 459,00","1,00","União Europeia","-","EUR"
"CHF","CHF/EUR","Caixa e/ou Derivativos","FX","41,13","0,00","41,13","-1 201 866,00","1,00","União Europeia","-","EUR"
"GBP","GBP/EUR","Caixa e/ou Derivativos","FX","41,60","0,00","41,60","-1 820 915,00","1,00","União Europeia","-","EUR"
"GBP","GBP/EUR","Caixa e/ou Derivativos","FX","78,91","0,00","78,91","-3 978 424,00","1,00","União Europeia","-","EUR"
"ZRPM6","MSCI EUROPE INDEX JUN 26","Caixa e/ou Derivativos","Futures","0,00","0,00","89 307 840,00","2 269,00","393,60","-","Eurex Deutschland","EUR"
 